Wavelength	Intensity
7.185728250244E+2	8.000000000000E+0
7.187683284457E+2	1.500000000000E+1
7.189638318671E+2	7.000000000000E+0
7.191593352884E+2	8.000000000000E+0
7.193548387097E+2	9.000000000000E+0
7.195503421310E+2	8.000000000000E+0
7.197458455523E+2	8.000000000000E+0
7.199413489736E+2	6.000000000000E+0
7.201368523949E+2	6.000000000000E+0
7.203323558162E+2	8.000000000000E+0
7.205278592375E+2	4.000000000000E+0
7.207233626588E+2	7.000000000000E+0
7.209188660802E+2	8.000000000000E+0
7.211143695015E+2	8.000000000000E+0
7.213098729228E+2	8.000000000000E+0
7.215053763441E+2	8.000000000000E+0
7.217008797654E+2	1.200000000000E+1
7.218963831867E+2	1.100000000000E+1
7.220918866080E+2	8.000000000000E+0
7.222873900293E+2	6.000000000000E+0
7.224828934506E+2	8.000000000000E+0
7.226783968719E+2	6.000000000000E+0
7.228739002933E+2	1.200000000000E+1
7.230694037146E+2	9.000000000000E+0
7.232649071359E+2	8.000000000000E+0
7.234604105572E+2	1.000000000000E+1
7.236559139785E+2	6.000000000000E+0
7.238514173998E+2	8.000000000000E+0
7.240469208211E+2	6.000000000000E+0
7.242424242424E+2	9.000000000000E+0
7.244379276637E+2	1.000000000000E+1
7.246334310850E+2	6.000000000000E+0
7.248289345064E+2	7.000000000000E+0
7.250244379277E+2	6.000000000000E+0
7.252199413490E+2	6.000000000000E+0
7.254154447703E+2	8.000000000000E+0
7.256109481916E+2	8.000000000000E+0
7.258064516129E+2	6.000000000000E+0
7.260019550342E+2	6.000000000000E+0
7.261974584555E+2	5.000000000000E+0
7.263929618768E+2	8.000000000000E+0
7.265884652981E+2	7.000000000000E+0
7.267839687195E+2	1.000000000000E+1
7.269794721408E+2	1.000000000000E+1
7.271749755621E+2	1.000000000000E+1
7.273704789834E+2	1.000000000000E+1
7.275659824047E+2	1.000000000000E+1
7.277614858260E+2	8.000000000000E+0
7.279569892473E+2	8.000000000000E+0
7.281524926686E+2	6.000000000000E+0
7.283479960899E+2	8.000000000000E+0
7.285434995112E+2	6.000000000000E+0
7.287390029326E+2	1.000000000000E+1
7.289345063539E+2	6.000000000000E+0
7.291300097752E+2	5.000000000000E+0
7.293255131965E+2	3.000000000000E+0
7.295210166178E+2	8.000000000000E+0
7.297165200391E+2	6.000000000000E+0
7.299120234604E+2	8.000000000000E+0
7.301075268817E+2	9.000000000000E+0
7.303030303030E+2	6.000000000000E+0
7.304985337243E+2	1.000000000000E+1
7.306940371457E+2	7.000000000000E+0
7.308895405670E+2	6.000000000000E+0
7.310850439883E+2	1.100000000000E+1
7.312805474096E+2	7.000000000000E+0
7.314760508309E+2	9.000000000000E+0
7.316715542522E+2	1.400000000000E+1
7.318670576735E+2	1.000000000000E+1
7.320625610948E+2	9.000000000000E+0
7.322580645161E+2	9.000000000000E+0
7.324535679374E+2	8.000000000000E+0
7.326490713587E+2	7.000000000000E+0
7.328445747801E+2	9.000000000000E+0
7.330400782014E+2	8.000000000000E+0
7.332355816227E+2	1.500000000000E+1
7.334310850440E+2	1.000000000000E+1
7.336265884653E+2	1.500000000000E+1
7.338220918866E+2	2.700000000000E+1
7.340175953079E+2	2.900000000000E+1
7.342130987292E+2	2.700000000000E+1
7.344086021505E+2	1.600000000000E+1
7.346041055718E+2	1.400000000000E+1
7.347996089932E+2	1.000000000000E+1
7.349951124145E+2	1.600000000000E+1
7.351906158358E+2	1.400000000000E+1
7.353861192571E+2	1.800000000000E+1
7.355816226784E+2	1.100000000000E+1
7.357771260997E+2	1.200000000000E+1
7.359726295210E+2	1.300000000000E+1
7.361681329423E+2	1.500000000000E+1
7.363636363636E+2	7.000000000000E+0
7.365591397849E+2	1.200000000000E+1
7.367546432063E+2	1.100000000000E+1
7.369501466276E+2	1.400000000000E+1
7.371456500489E+2	7.000000000000E+0
7.373411534702E+2	1.300000000000E+1
7.375366568915E+2	1.600000000000E+1
7.377321603128E+2	1.200000000000E+1
7.379276637341E+2	7.000000000000E+0
7.381231671554E+2	8.000000000000E+0
7.383186705767E+2	1.000000000000E+1
7.385141739980E+2	7.000000000000E+0
7.387096774194E+2	1.100000000000E+1
7.389051808407E+2	1.200000000000E+1
7.391006842620E+2	1.400000000000E+1
7.392961876833E+2	1.000000000000E+1
7.394916911046E+2	1.300000000000E+1
7.396871945259E+2	8.000000000000E+0
7.398826979472E+2	1.200000000000E+1
7.400782013685E+2	1.500000000000E+1
7.402737047898E+2	1.100000000000E+1
7.404692082111E+2	1.500000000000E+1
7.406647116325E+2	1.700000000000E+1
7.408602150538E+2	1.600000000000E+1
7.410557184751E+2	1.200000000000E+1
7.412512218964E+2	1.700000000000E+1
7.414467253177E+2	1.500000000000E+1
7.416422287390E+2	1.700000000000E+1
7.418377321603E+2	1.400000000000E+1
7.420332355816E+2	1.300000000000E+1
7.422287390029E+2	1.100000000000E+1
7.424242424242E+2	1.500000000000E+1
7.426197458456E+2	1.500000000000E+1
7.428152492669E+2	1.500000000000E+1
7.430107526882E+2	1.800000000000E+1
7.432062561095E+2	1.600000000000E+1
7.434017595308E+2	1.400000000000E+1
7.435972629521E+2	2.200000000000E+1
7.437927663734E+2	1.900000000000E+1
7.439882697947E+2	1.500000000000E+1
7.441837732160E+2	1.900000000000E+1
7.443792766373E+2	1.800000000000E+1
7.445747800587E+2	1.900000000000E+1
7.447702834800E+2	1.500000000000E+1
7.449657869013E+2	1.800000000000E+1
7.451612903226E+2	2.000000000000E+1
7.453567937439E+2	2.000000000000E+1
7.455522971652E+2	2.100000000000E+1
7.457478005865E+2	2.100000000000E+1
7.459433040078E+2	2.200000000000E+1
7.461388074291E+2	1.800000000000E+1
7.463343108504E+2	2.200000000000E+1
7.465298142717E+2	2.200000000000E+1
7.467253176931E+2	1.900000000000E+1
7.469208211144E+2	1.700000000000E+1
7.471163245357E+2	2.700000000000E+1
7.473118279570E+2	2.100000000000E+1
7.475073313783E+2	2.000000000000E+1
7.477028347996E+2	2.400000000000E+1
7.478983382209E+2	2.500000000000E+1
7.480938416422E+2	2.500000000000E+1
7.482893450635E+2	2.500000000000E+1
7.484848484848E+2	2.800000000000E+1
7.486803519062E+2	2.700000000000E+1
7.488758553275E+2	3.000000000000E+1
7.490713587488E+2	3.100000000000E+1
7.492668621701E+2	3.300000000000E+1
7.494623655914E+2	3.600000000000E+1
7.496578690127E+2	3.200000000000E+1
7.498533724340E+2	3.800000000000E+1
7.500488758553E+2	3.600000000000E+1
7.502443792766E+2	3.800000000000E+1
7.504398826979E+2	3.500000000000E+1
7.506353861193E+2	3.800000000000E+1
7.508308895406E+2	3.700000000000E+1
7.510263929619E+2	3.900000000000E+1
7.512218963832E+2	4.000000000000E+1
7.514173998045E+2	4.000000000000E+1
7.516129032258E+2	3.800000000000E+1
7.518084066471E+2	4.700000000000E+1
7.520039100684E+2	4.100000000000E+1
7.521994134897E+2	4.400000000000E+1
7.523949169110E+2	4.100000000000E+1
7.525904203324E+2	4.800000000000E+1
7.527859237537E+2	5.200000000000E+1
7.529814271750E+2	4.600000000000E+1
7.531769305963E+2	4.600000000000E+1
7.533724340176E+2	5.400000000000E+1
7.535679374389E+2	5.100000000000E+1
7.537634408602E+2	5.400000000000E+1
7.539589442815E+2	5.600000000000E+1
7.541544477028E+2	5.600000000000E+1
7.543499511241E+2	6.000000000000E+1
7.545454545455E+2	6.400000000000E+1
7.547409579668E+2	5.900000000000E+1
7.549364613881E+2	6.800000000000E+1
7.551319648094E+2	6.300000000000E+1
7.553274682307E+2	6.700000000000E+1
7.555229716520E+2	7.100000000000E+1
7.557184750733E+2	6.900000000000E+1
7.559139784946E+2	7.300000000000E+1
7.561094819159E+2	7.000000000000E+1
7.563049853372E+2	7.300000000000E+1
7.565004887586E+2	7.300000000000E+1
7.566959921799E+2	7.500000000000E+1
7.568914956012E+2	7.400000000000E+1
7.570869990225E+2	7.600000000000E+1
7.572825024438E+2	7.900000000000E+1
7.574780058651E+2	8.500000000000E+1
7.576735092864E+2	8.600000000000E+1
7.578690127077E+2	8.200000000000E+1
7.580645161290E+2	8.300000000000E+1
7.582600195503E+2	8.600000000000E+1
7.584555229717E+2	9.100000000000E+1
7.586510263930E+2	9.000000000000E+1
7.588465298143E+2	9.200000000000E+1
7.590420332356E+2	9.400000000000E+1
7.592375366569E+2	1.020000000000E+2
7.594330400782E+2	1.010000000000E+2
7.596285434995E+2	1.000000000000E+2
7.598240469208E+2	1.000000000000E+2
7.600195503421E+2	1.000000000000E+2
7.602150537634E+2	1.050000000000E+2
7.604105571848E+2	1.050000000000E+2
7.606060606061E+2	1.050000000000E+2
7.608015640274E+2	1.130000000000E+2
7.609970674487E+2	1.140000000000E+2
7.611925708700E+2	1.180000000000E+2
7.613880742913E+2	1.220000000000E+2
7.615835777126E+2	1.210000000000E+2
7.617790811339E+2	1.310000000000E+2
7.619745845552E+2	1.300000000000E+2
7.621700879765E+2	1.340000000000E+2
7.623655913978E+2	1.380000000000E+2
7.625610948192E+2	1.460000000000E+2
7.627565982405E+2	1.460000000000E+2
7.629521016618E+2	1.510000000000E+2
7.631476050831E+2	1.530000000000E+2
7.633431085044E+2	1.570000000000E+2
7.635386119257E+2	1.610000000000E+2
7.637341153470E+2	1.640000000000E+2
7.639296187683E+2	1.740000000000E+2
7.641251221896E+2	1.820000000000E+2
7.643206256109E+2	1.820000000000E+2
7.645161290323E+2	1.880000000000E+2
7.647116324536E+2	1.930000000000E+2
7.649071358749E+2	1.980000000000E+2
7.651026392962E+2	1.980000000000E+2
7.652981427175E+2	2.120000000000E+2
7.654936461388E+2	2.120000000000E+2
7.656891495601E+2	2.250000000000E+2
7.658846529814E+2	2.270000000000E+2
7.660801564027E+2	2.320000000000E+2
7.662756598240E+2	2.400000000000E+2
7.664711632454E+2	2.480000000000E+2
7.666666666667E+2	2.530000000000E+2
7.668621700880E+2	2.620000000000E+2
7.670576735093E+2	2.680000000000E+2
7.672531769306E+2	2.750000000000E+2
7.674486803519E+2	2.830000000000E+2
7.676441837732E+2	2.940000000000E+2
7.678396871945E+2	3.080000000000E+2
7.680351906158E+2	3.140000000000E+2
7.682306940371E+2	3.220000000000E+2
7.684261974585E+2	3.350000000000E+2
7.686217008798E+2	3.420000000000E+2
7.688172043011E+2	3.500000000000E+2
7.690127077224E+2	3.560000000000E+2
7.692082111437E+2	3.690000000000E+2
7.694037145650E+2	3.760000000000E+2
7.695992179863E+2	3.790000000000E+2
7.697947214076E+2	3.900000000000E+2
7.699902248289E+2	3.950000000000E+2
7.701857282502E+2	4.020000000000E+2
7.703812316716E+2	4.130000000000E+2
7.705767350929E+2	4.200000000000E+2
7.707722385142E+2	4.220000000000E+2
7.709677419355E+2	4.310000000000E+2
7.711632453568E+2	4.400000000000E+2
7.713587487781E+2	4.490000000000E+2
7.715542521994E+2	4.610000000000E+2
7.717497556207E+2	4.720000000000E+2
7.719452590420E+2	4.780000000000E+2
7.721407624633E+2	4.870000000000E+2
7.723362658847E+2	4.960000000000E+2
7.725317693060E+2	5.060000000000E+2
7.727272727273E+2	5.220000000000E+2
7.729227761486E+2	5.310000000000E+2
7.731182795699E+2	5.440000000000E+2
7.733137829912E+2	5.540000000000E+2
7.735092864125E+2	5.690000000000E+2
7.737047898338E+2	5.810000000000E+2
7.739002932551E+2	5.910000000000E+2
7.740957966764E+2	6.050000000000E+2
7.742913000978E+2	6.210000000000E+2
7.744868035191E+2	6.380000000000E+2
7.746823069404E+2	6.520000000000E+2
7.748778103617E+2	6.670000000000E+2
7.750733137830E+2	6.770000000000E+2
7.752688172043E+2	6.970000000000E+2
7.754643206256E+2	7.150000000000E+2
7.756598240469E+2	7.320000000000E+2
7.758553274682E+2	7.510000000000E+2
7.760508308895E+2	7.620000000000E+2
7.762463343109E+2	7.860000000000E+2
7.764418377322E+2	8.050000000000E+2
7.766373411535E+2	8.180000000000E+2
7.768328445748E+2	8.430000000000E+2
7.770283479961E+2	8.560000000000E+2
7.772238514174E+2	8.820000000000E+2
7.774193548387E+2	9.060000000000E+2
7.776148582600E+2	9.280000000000E+2
7.778103616813E+2	9.490000000000E+2
7.780058651026E+2	9.650000000000E+2
7.782013685239E+2	9.920000000000E+2
7.783968719453E+2	1.013000000000E+3
7.785923753666E+2	1.033000000000E+3
7.787878787879E+2	1.058000000000E+3
7.789833822092E+2	1.094000000000E+3
7.791788856305E+2	1.102000000000E+3
7.793743890518E+2	1.135000000000E+3
7.795698924731E+2	1.156000000000E+3
7.797653958944E+2	1.187000000000E+3
7.799608993157E+2	1.212000000000E+3
7.801564027370E+2	1.242000000000E+3
7.803519061584E+2	1.258000000000E+3
7.805474095797E+2	1.291000000000E+3
7.807429130010E+2	1.332000000000E+3
7.809384164223E+2	1.359000000000E+3
7.811339198436E+2	1.375000000000E+3
7.813294232649E+2	1.414000000000E+3
7.815249266862E+2	1.450000000000E+3
7.817204301075E+2	1.470000000000E+3
7.819159335288E+2	1.506000000000E+3
7.821114369501E+2	1.537000000000E+3
7.823069403715E+2	1.573000000000E+3
7.825024437928E+2	1.614000000000E+3
7.826979472141E+2	1.652000000000E+3
7.828934506354E+2	1.675000000000E+3
7.830889540567E+2	1.715000000000E+3
7.832844574780E+2	1.766000000000E+3
7.834799608993E+2	1.799000000000E+3
7.836754643206E+2	1.831000000000E+3
7.838709677419E+2	1.876000000000E+3
7.840664711632E+2	1.916000000000E+3
7.842619745846E+2	1.951000000000E+3
7.844574780059E+2	1.998000000000E+3
7.846529814272E+2	2.029000000000E+3
7.848484848485E+2	2.076000000000E+3
7.850439882698E+2	2.135000000000E+3
7.852394916911E+2	2.171000000000E+3
7.854349951124E+2	2.213000000000E+3
7.856304985337E+2	2.268000000000E+3
7.858260019550E+2	2.321000000000E+3
7.860215053763E+2	2.358000000000E+3
7.862170087977E+2	2.418000000000E+3
7.864125122190E+2	2.466000000000E+3
7.866080156403E+2	2.520000000000E+3
7.868035190616E+2	2.585000000000E+3
7.869990224829E+2	2.628000000000E+3
7.871945259042E+2	2.670000000000E+3
7.873900293255E+2	2.746000000000E+3
7.875855327468E+2	2.806000000000E+3
7.877810361681E+2	2.849000000000E+3
7.879765395894E+2	2.918000000000E+3
7.881720430108E+2	2.994000000000E+3
7.883675464321E+2	3.032000000000E+3
7.885630498534E+2	3.104000000000E+3
7.887585532747E+2	3.164000000000E+3
7.889540566960E+2	3.211000000000E+3
7.891495601173E+2	3.295000000000E+3
7.893450635386E+2	3.371000000000E+3
7.895405669599E+2	3.414000000000E+3
7.897360703812E+2	3.492000000000E+3
7.899315738025E+2	3.574000000000E+3
7.901270772239E+2	3.622000000000E+3
7.903225806452E+2	3.700000000000E+3
7.905180840665E+2	3.770000000000E+3
7.907135874878E+2	3.839000000000E+3
7.909090909091E+2	3.920000000000E+3
7.911045943304E+2	3.999000000000E+3
7.913000977517E+2	4.054000000000E+3
7.914956011730E+2	4.152000000000E+3
7.916911045943E+2	4.233000000000E+3
7.918866080156E+2	4.284000000000E+3
7.920821114370E+2	4.366000000000E+3
7.922776148583E+2	4.464000000000E+3
7.924731182796E+2	4.522000000000E+3
7.926686217009E+2	4.606000000000E+3
7.928641251222E+2	4.685000000000E+3
7.930596285435E+2	4.755000000000E+3
7.932551319648E+2	4.838000000000E+3
7.934506353861E+2	4.929000000000E+3
7.936461388074E+2	4.972000000000E+3
7.938416422287E+2	5.081000000000E+3
7.940371456500E+2	5.172000000000E+3
7.942326490714E+2	5.219000000000E+3
7.944281524927E+2	5.321000000000E+3
7.946236559140E+2	5.413000000000E+3
7.948191593353E+2	5.457000000000E+3
7.950146627566E+2	5.550000000000E+3
7.952101661779E+2	5.622000000000E+3
7.954056695992E+2	5.694000000000E+3
7.956011730205E+2	5.783000000000E+3
7.957966764418E+2	5.851000000000E+3
7.959921798631E+2	5.898000000000E+3
7.961876832845E+2	5.994000000000E+3
7.963831867058E+2	6.077000000000E+3
7.965786901271E+2	6.118000000000E+3
7.967741935484E+2	6.213000000000E+3
7.969696969697E+2	6.294000000000E+3
7.971652003910E+2	6.331000000000E+3
7.973607038123E+2	6.429000000000E+3
7.975562072336E+2	6.467000000000E+3
7.977517106549E+2	6.532000000000E+3
7.979472140762E+2	6.628000000000E+3
7.981427174976E+2	6.653000000000E+3
7.983382209189E+2	6.723000000000E+3
7.985337243402E+2	6.802000000000E+3
7.987292277615E+2	6.836000000000E+3
7.989247311828E+2	6.891000000000E+3
7.991202346041E+2	6.955000000000E+3
7.993157380254E+2	6.996000000000E+3
7.995112414467E+2	7.037000000000E+3
7.997067448680E+2	7.095000000000E+3
7.999022482893E+2	7.111000000000E+3
8.000977517107E+2	7.171000000000E+3
8.002932551320E+2	7.222000000000E+3
8.004887585533E+2	7.223000000000E+3
8.006842619746E+2	7.272000000000E+3
8.008797653959E+2	7.315000000000E+3
8.010752688172E+2	7.316000000000E+3
8.012707722385E+2	7.350000000000E+3
8.014662756598E+2	7.356000000000E+3
8.016617790811E+2	7.388000000000E+3
8.018572825024E+2	7.401000000000E+3
8.020527859238E+2	7.397000000000E+3
8.022482893451E+2	7.421000000000E+3
8.024437927664E+2	7.438000000000E+3
8.026392961877E+2	7.423000000000E+3
8.028347996090E+2	7.436000000000E+3
8.030303030303E+2	7.443000000000E+3
8.032258064516E+2	7.432000000000E+3
8.034213098729E+2	7.444000000000E+3
8.036168132942E+2	7.440000000000E+3
8.038123167155E+2	7.430000000000E+3
8.040078201369E+2	7.419000000000E+3
8.042033235582E+2	7.393000000000E+3
8.043988269795E+2	7.384000000000E+3
8.045943304008E+2	7.368000000000E+3
8.047898338221E+2	7.333000000000E+3
8.049853372434E+2	7.334000000000E+3
8.051808406647E+2	7.292000000000E+3
8.053763440860E+2	7.261000000000E+3
8.055718475073E+2	7.243000000000E+3
8.057673509286E+2	7.197000000000E+3
8.059628543500E+2	7.173000000000E+3
8.061583577713E+2	7.137000000000E+3
8.063538611926E+2	7.084000000000E+3
8.065493646139E+2	7.056000000000E+3
8.067448680352E+2	7.023000000000E+3
8.069403714565E+2	6.968000000000E+3
8.071358748778E+2	6.936000000000E+3
8.073313782991E+2	6.897000000000E+3
8.075268817204E+2	6.827000000000E+3
8.077223851417E+2	6.800000000000E+3
8.079178885630E+2	6.739000000000E+3
8.081133919844E+2	6.682000000000E+3
8.083088954057E+2	6.665000000000E+3
8.085043988270E+2	6.574000000000E+3
8.086999022483E+2	6.530000000000E+3
8.088954056696E+2	6.494000000000E+3
8.090909090909E+2	6.406000000000E+3
8.092864125122E+2	6.361000000000E+3
8.094819159335E+2	6.306000000000E+3
8.096774193548E+2	6.233000000000E+3
8.098729227761E+2	6.184000000000E+3
8.100684261975E+2	6.125000000000E+3
8.102639296188E+2	6.046000000000E+3
8.104594330401E+2	6.022000000000E+3
8.106549364614E+2	5.926000000000E+3
8.108504398827E+2	5.866000000000E+3
8.110459433040E+2	5.821000000000E+3
8.112414467253E+2	5.721000000000E+3
8.114369501466E+2	5.675000000000E+3
8.116324535679E+2	5.617000000000E+3
8.118279569892E+2	5.536000000000E+3
8.120234604106E+2	5.489000000000E+3
8.122189638319E+2	5.418000000000E+3
8.124144672532E+2	5.345000000000E+3
8.126099706745E+2	5.288000000000E+3
8.128054740958E+2	5.206000000000E+3
8.130009775171E+2	5.147000000000E+3
8.131964809384E+2	5.096000000000E+3
8.133919843597E+2	5.003000000000E+3
8.135874877810E+2	4.959000000000E+3
8.137829912023E+2	4.890000000000E+3
8.139784946237E+2	4.826000000000E+3
8.141739980450E+2	4.762000000000E+3
8.143695014663E+2	4.694000000000E+3
8.145650048876E+2	4.636000000000E+3
8.147605083089E+2	4.576000000000E+3
8.149560117302E+2	4.494000000000E+3
8.151515151515E+2	4.452000000000E+3
8.153470185728E+2	4.392000000000E+3
8.155425219941E+2	4.314000000000E+3
8.157380254154E+2	4.288000000000E+3
8.159335288368E+2	4.215000000000E+3
8.161290322581E+2	4.144000000000E+3
8.163245356794E+2	4.106000000000E+3
8.165200391007E+2	4.037000000000E+3
8.167155425220E+2	4.005000000000E+3
8.169110459433E+2	3.946000000000E+3
8.171065493646E+2	3.872000000000E+3
8.173020527859E+2	3.852000000000E+3
8.174975562072E+2	3.778000000000E+3
8.176930596285E+2	3.714000000000E+3
8.178885630499E+2	3.691000000000E+3
8.180840664712E+2	3.628000000000E+3
8.182795698925E+2	3.570000000000E+3
8.184750733138E+2	3.531000000000E+3
8.186705767351E+2	3.470000000000E+3
8.188660801564E+2	3.427000000000E+3
8.190615835777E+2	3.375000000000E+3
8.192570869990E+2	3.335000000000E+3
8.194525904203E+2	3.292000000000E+3
8.196480938416E+2	3.238000000000E+3
8.198435972630E+2	3.197000000000E+3
8.200391006843E+2	3.157000000000E+3
8.202346041056E+2	3.097000000000E+3
8.204301075269E+2	3.077000000000E+3
8.206256109482E+2	3.026000000000E+3
8.208211143695E+2	2.992000000000E+3
8.210166177908E+2	2.951000000000E+3
8.212121212121E+2	2.894000000000E+3
8.214076246334E+2	2.872000000000E+3
8.216031280547E+2	2.819000000000E+3
8.217986314761E+2	2.780000000000E+3
8.219941348974E+2	2.759000000000E+3
8.221896383187E+2	2.709000000000E+3
8.223851417400E+2	2.666000000000E+3
8.225806451613E+2	2.640000000000E+3
8.227761485826E+2	2.584000000000E+3
8.229716520039E+2	2.562000000000E+3
8.231671554252E+2	2.527000000000E+3
8.233626588465E+2	2.499000000000E+3
8.235581622678E+2	2.469000000000E+3
8.237536656891E+2	2.431000000000E+3
8.239491691105E+2	2.405000000000E+3
8.241446725318E+2	2.374000000000E+3
8.243401759531E+2	2.329000000000E+3
8.245356793744E+2	2.308000000000E+3
8.247311827957E+2	2.272000000000E+3
8.249266862170E+2	2.245000000000E+3
8.251221896383E+2	2.218000000000E+3
8.253176930596E+2	2.184000000000E+3
8.255131964809E+2	2.160000000000E+3
8.257086999022E+2	2.127000000000E+3
8.259042033236E+2	2.100000000000E+3
8.260997067449E+2	2.075000000000E+3
8.262952101662E+2	2.040000000000E+3
8.264907135875E+2	2.022000000000E+3
8.266862170088E+2	1.998000000000E+3
8.268817204301E+2	1.964000000000E+3
8.270772238514E+2	1.947000000000E+3
8.272727272727E+2	1.910000000000E+3
8.274682306940E+2	1.883000000000E+3
8.276637341153E+2	1.869000000000E+3
8.278592375367E+2	1.837000000000E+3
8.280547409580E+2	1.824000000000E+3
8.282502443793E+2	1.788000000000E+3
8.284457478006E+2	1.774000000000E+3
8.286412512219E+2	1.756000000000E+3
8.288367546432E+2	1.718000000000E+3
8.290322580645E+2	1.704000000000E+3
8.292277614858E+2	1.682000000000E+3
8.294232649071E+2	1.652000000000E+3
8.296187683284E+2	1.642000000000E+3
8.298142717498E+2	1.614000000000E+3
8.300097751711E+2	1.598000000000E+3
8.302052785924E+2	1.575000000000E+3
8.304007820137E+2	1.559000000000E+3
8.305962854350E+2	1.539000000000E+3
8.307917888563E+2	1.514000000000E+3
8.309872922776E+2	1.503000000000E+3
8.311827956989E+2	1.489000000000E+3
8.313782991202E+2	1.464000000000E+3
8.315738025415E+2	1.451000000000E+3
8.317693059629E+2	1.427000000000E+3
8.319648093842E+2	1.404000000000E+3
8.321603128055E+2	1.395000000000E+3
8.323558162268E+2	1.376000000000E+3
8.325513196481E+2	1.360000000000E+3
8.327468230694E+2	1.344000000000E+3
8.329423264907E+2	1.333000000000E+3
8.331378299120E+2	1.312000000000E+3
8.333333333333E+2	1.293000000000E+3
8.335288367546E+2	1.289000000000E+3
8.337243401760E+2	1.267000000000E+3
8.339198435973E+2	1.254000000000E+3
8.341153470186E+2	1.245000000000E+3
8.343108504399E+2	1.221000000000E+3
8.345063538612E+2	1.210000000000E+3
8.347018572825E+2	1.190000000000E+3
8.348973607038E+2	1.183000000000E+3
8.350928641251E+2	1.168000000000E+3
8.352883675464E+2	1.151000000000E+3
8.354838709677E+2	1.146000000000E+3
8.356793743891E+2	1.128000000000E+3
8.358748778104E+2	1.114000000000E+3
8.360703812317E+2	1.103000000000E+3
8.362658846530E+2	1.081000000000E+3
